Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
284344563,000003F6,false,Rx,0,7,00,0E,C0,00,00,C0,01,00,
284359945,000003F6,false,Rx,0,7,00,15,C0,00,00,C0,01,00,
284383807,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
284638742,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
284946955,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
285138761,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
285320716,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
285360292,000003F6,false,Rx,0,7,00,15,D0,00,00,C0,01,00,
285383804,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
285386586,000003F6,false,Rx,0,7,00,0E,D0,00,00,C0,01,00,
285638485,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
285987248,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
286139122,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
286321399,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
286360699,000003F6,false,Rx,0,7,00,15,E0,00,00,C0,01,00,
286383922,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
286426946,000003F6,false,Rx,0,7,00,0E,E0,00,00,C0,01,00,
286638872,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
287027185,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
287139455,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
287320923,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
287361032,000003F6,false,Rx,0,7,00,15,F0,00,00,C0,01,00,
287383291,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
287466852,000003F6,false,Rx,0,7,00,0E,F0,00,00,C0,01,00,
287639437,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
288067027,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
288138498,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
288321774,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
288361747,000003F6,false,Rx,0,7,00,16,00,00,00,C0,01,00,
288384951,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
288509441,000003F6,false,Rx,0,7,00,0F,00,00,00,C0,01,00,
288639893,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
289107370,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
289140139,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
289322065,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
289363209,000003F6,false,Rx,0,7,00,16,10,00,00,C0,01,00,
289385514,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
289547315,000003F6,false,Rx,0,7,00,0F,10,00,00,C0,01,00,
289639297,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
289895765,000001A1,false,Rx,0,8,80,08,41,FF,FF,FF,FF,FF,
290140807,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
290147640,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
290322483,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
290362360,000003F6,false,Rx,0,7,00,16,20,00,00,C0,01,00,
290385868,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
290587312,000003F6,false,Rx,0,7,00,0F,20,00,00,C0,01,00,
290641170,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
291141176,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
291187948,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
291322766,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
291362765,000003F6,false,Rx,0,7,00,16,30,00,00,C0,01,00,
291385965,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
291627756,000003F6,false,Rx,0,7,00,0F,30,00,00,C0,01,00,
291641172,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
292141510,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
292228207,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
292323428,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
292363271,000003F6,false,Rx,0,7,00,16,40,00,00,C0,01,00,
292384923,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
292641525,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
292668136,000003F6,false,Rx,0,7,00,0F,40,00,00,C0,01,00,
293141769,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
293268125,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
293324139,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
293363369,000003F6,false,Rx,0,7,00,16,50,00,00,C0,01,00,
293386170,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
293641823,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
293708153,000003F6,false,Rx,0,7,00,0F,50,00,00,C0,01,00,
294142502,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
294306516,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
294322194,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
294364011,000003F6,false,Rx,0,7,00,16,60,00,00,C0,01,00,
294386980,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
294642493,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
294748324,000003F6,false,Rx,0,7,00,0F,60,00,00,C0,01,00,
295142695,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
295347366,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
295364053,000003F6,false,Rx,0,7,00,16,70,00,00,C0,01,00,
295387523,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
295642642,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
295788604,000003F6,false,Rx,0,7,00,0F,70,00,00,C0,01,00,
296142881,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
296324887,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
296364394,000003F6,false,Rx,0,7,00,16,80,00,00,C0,01,00,
296389589,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
296389598,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
296643235,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
296828674,000003F6,false,Rx,0,7,00,0F,80,00,00,C0,01,00,
296902353,000001A1,false,Rx,0,8,00,65,41,FF,FF,FF,FF,FF,
297142886,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
297325226,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
297365420,000003F6,false,Rx,0,7,00,16,90,00,00,C0,01,00,
297388176,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
297428613,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
297643231,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
297868501,000003F6,false,Rx,0,7,00,0F,90,00,00,C0,01,00,
298143230,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
298325900,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
298365066,000003F6,false,Rx,0,7,00,16,A0,00,00,C0,01,00,
298388855,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
298423141,000000F6,false,Rx,0,8,88,FF,FF,FF,FF,FF,FF,A0,
298468959,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
298643566,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
298910143,000003F6,false,Rx,0,7,00,0F,A0,00,00,C0,01,00,
299143590,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
299324807,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
299365773,000003F6,false,Rx,0,7,00,16,B0,00,00,C0,01,00,
299389020,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
299507841,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
299644170,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
299951734,000003F6,false,Rx,0,7,00,0F,B0,00,00,C0,01,00,
300144281,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
300326238,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
300366107,000003F6,false,Rx,0,7,00,16,C0,00,00,C0,01,00,
300389650,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
300548135,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
300644336,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
300987648,000003F6,false,Rx,0,7,00,0F,C0,00,00,C0,01,00,
301144626,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
301327943,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
301366401,000003F6,false,Rx,0,7,00,16,D0,00,00,C0,01,00,
301389742,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
301589338,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
301644957,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
301899578,000001A1,false,Rx,0,8,80,E0,46,FF,FF,FF,FF,FF,
302029332,000003F6,false,Rx,0,7,00,0F,D0,00,00,C0,01,00,
302144948,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
302326910,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
302366832,000003F6,false,Rx,0,7,00,16,E0,00,00,C0,01,00,
302390281,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
302628518,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
302645261,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
303069633,000003F6,false,Rx,0,7,00,0F,E0,00,00,C0,01,00,
303145590,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
303327265,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
303367149,000003F6,false,Rx,0,7,00,16,F0,00,00,C0,01,00,
303390672,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
303645596,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
303669881,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
304109827,000003F6,false,Rx,0,7,00,0F,F0,00,00,C0,01,00,
304145908,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
304327997,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
304367488,000003F6,false,Rx,0,7,00,17,00,00,00,C0,01,00,
304391074,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
304645937,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
304708557,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
305147327,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
305149325,000003F6,false,Rx,0,7,00,10,00,00,00,C0,01,00,
305328292,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
305368884,000003F6,false,Rx,0,7,00,17,10,00,00,C0,01,00,
305391702,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
305645930,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
305749682,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
306146645,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
306189704,000003F6,false,Rx,0,7,00,10,10,00,00,C0,01,00,
306328638,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
306368158,000003F6,false,Rx,0,7,00,17,20,00,00,C0,01,00,
306392053,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
306646723,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
306789865,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
307146782,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
307230266,000003F6,false,Rx,0,7,00,10,20,00,00,C0,01,00,
307328954,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
307368481,000003F6,false,Rx,0,7,00,17,30,00,00,C0,01,00,
307392046,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
307647297,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
307830318,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
308146859,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
308270502,000003F6,false,Rx,0,7,00,10,30,00,00,C0,01,00,
308329274,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
308369255,000003F6,false,Rx,0,7,00,17,40,00,00,C0,01,00,
308392719,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
308647785,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
308826593,000000F6,false,Rx,0,8,88,FF,FF,FF,FF,FF,FF,20,
308870815,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
309148061,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
309310819,000003F6,false,Rx,0,7,00,10,40,00,00,C0,01,00,
309330313,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
309370089,000003F6,false,Rx,0,7,00,17,50,00,00,C0,01,00,
309393034,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
309648022,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
309912488,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
310148332,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
310329612,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
310350788,000003F6,false,Rx,0,7,00,10,50,00,00,C0,01,00,
310369861,000003F6,false,Rx,0,7,00,17,60,00,00,C0,01,00,
310393378,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
310648321,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
310951098,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
311027363,000000F6,false,Rx,0,8,88,FF,FF,FF,FF,FF,FF,A0,
311148376,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
311330272,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
311370489,000003F6,false,Rx,0,7,00,17,70,00,00,C0,01,00,
311391121,000003F6,false,Rx,0,7,00,10,60,00,00,C0,01,00,
311393415,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
311648671,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
311991331,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
312149068,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
312330670,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
312370965,000003F6,false,Rx,0,7,00,17,80,00,00,C0,01,00,
312393807,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
312430979,000003F6,false,Rx,0,7,00,10,70,00,00,C0,01,00,
312649107,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
313031217,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
313149330,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
313330941,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
313369212,000003F6,false,Rx,0,7,00,17,90,00,00,C0,01,00,
313394377,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
313471450,000003F6,false,Rx,0,7,00,10,80,00,00,C0,01,00,
313649328,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
313908771,000001A1,false,Rx,0,8,00,78,46,80,00,00,00,00,
314071224,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
314149689,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
314331304,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
314371289,000003F6,false,Rx,0,7,00,17,A0,00,00,C0,01,00,
314394756,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
314510563,000003F6,false,Rx,0,7,00,10,90,00,00,C0,01,00,
314650066,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
315111836,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
315150381,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
315331657,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
315371597,000003F6,false,Rx,0,7,00,17,B0,00,00,C0,01,00,
315395539,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
315551405,000003F6,false,Rx,0,7,00,10,A0,00,00,C0,01,00,
315650121,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
316149918,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
316152061,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
316332314,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
316371904,000003F6,false,Rx,0,7,00,17,C0,00,00,C0,01,00,
316394324,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
316591692,000003F6,false,Rx,0,7,00,10,B0,00,00,C0,01,00,
316649370,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
317151065,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
317191939,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
317332703,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
317372238,000003F6,false,Rx,0,7,00,17,D0,00,00,C0,01,00,
317395793,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
317632613,000003F6,false,Rx,0,7,00,10,C0,00,00,C0,01,00,
317651383,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
318150066,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
318232642,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
318333003,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
318372945,000003F6,false,Rx,0,7,00,17,E0,00,00,C0,01,00,
318396495,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
318650875,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
318671436,000003F6,false,Rx,0,7,00,10,D0,00,00,C0,01,00,
319151207,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
319272640,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
319333348,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
319373523,000003F6,false,Rx,0,7,00,17,F0,00,00,C0,01,00,
319396793,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
319653031,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
319711355,000003F6,false,Rx,0,7,00,10,E0,00,00,C0,01,00,
320152086,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
320311240,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
320333714,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
320373626,000003F6,false,Rx,0,7,00,18,00,00,00,C0,01,00,
320396498,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
320531040,000000F6,false,Rx,0,8,88,FF,FF,FF,FF,FF,FF,20,
320652426,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
320752819,000003F6,false,Rx,0,7,00,10,F0,00,00,C0,01,00,
321152264,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
321353135,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
321374204,000003F6,false,Rx,0,7,00,18,10,00,00,C0,01,00,
321397845,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
321652811,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
321791397,000003F6,false,Rx,0,7,00,11,00,00,00,C0,01,00,
322153115,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
322334357,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
322374370,000003F6,false,Rx,0,7,00,18,20,00,00,C0,01,00,
322393731,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
322397839,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
322653100,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
322835073,000003F6,false,Rx,0,7,00,11,10,00,00,C0,01,00,
323152896,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
323334723,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
323374984,000003F6,false,Rx,0,7,00,18,30,00,00,C0,01,00,
323398141,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
323431611,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
323653218,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
323872925,000003F6,false,Rx,0,7,00,11,20,00,00,C0,01,00,
324153227,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
324335058,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
324375048,000003F6,false,Rx,0,7,00,18,40,00,00,C0,01,00,
324398849,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
324473247,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
324653487,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
324912246,000003F6,false,Rx,0,7,00,11,30,00,00,C0,01,00,
325154238,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
325223622,000001E0,false,Rx,0,5,92,00,A2,00,A0,00,00,00,
325226504,00000165,false,Rx,0,4,C8,B0,30,00,00,00,00,00,
325243657,00000131,false,Rx,0,5,83,00,00,00,00,00,00,00,
325247383,00000162,false,Rx,0,7,80,03,16,01,00,2F,00,00,
325276667,000000A4,false,Rx,0,6,05,10,00,00,00,00,00,00,
325336114,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
325375335,000003F6,false,Rx,0,7,00,18,50,00,00,C0,01,00,
325398699,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
325398723,000001E5,false,Rx,0,7,3F,3F,3F,3F,3F,00,03,00,
325511892,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
325654122,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
325907681,000001A1,false,Rx,0,8,80,7F,46,FF,FF,FF,FF,FF,
325951510,000003F6,false,Rx,0,7,00,11,40,00,00,C0,01,00,
326154457,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
326336080,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
326375771,000003F6,false,Rx,0,7,00,18,60,00,00,C0,01,00,
326399563,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
326552397,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
326654498,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
326992313,000003F6,false,Rx,0,7,00,11,50,00,00,C0,01,00,
327154258,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
327336410,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
327376239,000003F6,false,Rx,0,7,00,18,70,00,00,C0,01,00,
327399871,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
327592359,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
327654495,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
328033080,000003F6,false,Rx,0,7,00,11,60,00,00,C0,01,00,
328155070,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
328336749,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
328376646,000003F6,false,Rx,0,7,00,18,80,00,00,C0,01,00,
328400011,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
328633225,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
328655163,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
329073952,000003F6,false,Rx,0,7,00,11,70,00,00,C0,01,00,
329155505,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
329337089,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
329377264,000003F6,false,Rx,0,7,00,18,90,00,00,C0,01,00,
329401215,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
329655223,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
329673994,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
330114840,000003F6,false,Rx,0,7,00,11,80,00,00,C0,01,00,
330155836,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
330338107,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
330377355,000003F6,false,Rx,0,7,00,18,A0,00,00,C0,01,00,
330400882,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
330656188,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
330714150,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
331153105,000003F6,false,Rx,0,7,00,11,90,00,00,C0,01,00,
331156239,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
331339151,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
331377776,000003F6,false,Rx,0,7,00,18,B0,00,00,C0,01,00,
331401243,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
331656844,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
331754306,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
332155694,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
332194317,000003F6,false,Rx,0,7,00,11,A0,00,00,C0,01,00,
332337131,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
332378039,000003F6,false,Rx,0,7,00,18,C0,00,00,C0,01,00,
332401904,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
332656546,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
332794290,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
333156580,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
333234360,000003F6,false,Rx,0,7,00,11,B0,00,00,C0,01,00,
333338787,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
333380459,000003F6,false,Rx,0,7,00,18,D0,00,00,C0,01,00,
333402271,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
333656946,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
333834391,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
334157212,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
334274323,000003F6,false,Rx,0,7,00,11,C0,00,00,C0,01,00,
334339123,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
334378723,000003F6,false,Rx,0,7,00,18,E0,00,00,C0,01,00,
334402279,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
334657237,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
334874685,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
335157597,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
335314573,000003F6,false,Rx,0,7,00,11,D0,00,00,C0,01,00,
335339490,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
335379208,000003F6,false,Rx,0,7,00,18,F0,00,00,C0,01,00,
335404399,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
335657937,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
335914182,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
336157846,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
336339840,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
336354872,000003F6,false,Rx,0,7,00,11,E0,00,00,C0,01,00,
336379428,000003F6,false,Rx,0,7,00,19,00,00,00,C0,01,00,
336403291,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
336658227,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
336956029,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
337156896,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
